elapsed_seconds,temperature,thermocouple,anomaly_zscore,anomaly_iqr,anomaly_frozen,anomaly_iforest,anomaly_count,anomaly_consensus,heater_id
0,26.00388,TC1,True,True,False,False,2,True,Manometer Tree 150 & 155 SP-Tstat Open
5,26.0004207,TC1,True,True,False,False,2,True,Manometer Tree 150 & 155 SP-Tstat Open
10,26.0121603,TC1,True,True,False,False,2,True,Manometer Tree 150 & 155 SP-Tstat Open
15,26.1023249,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
20,26.8955438,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
25,28.4820169,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
30,30.5776593,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
35,33.0713174,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
40,35.7096969,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
45,38.5315489,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
50,41.4358772,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
55,44.4002704,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
60,47.3941537,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
65,50.3621217,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
70,53.3572858,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
75,56.2932875,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
80,59.1558867,TC1,True,True,False,True,3,True,Manometer Tree 150 & 155 SP-Tstat Open
85,61.9014685,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
90,64.5374663,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
95,67.1768694,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
100,69.7785654,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
105,72.3494853,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
110,74.9361475,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
115,77.4477379,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
120,79.9280342,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
125,82.4401499,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
130,84.9152755,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
135,87.3530277,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
140,89.7592283,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
145,92.1661233,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
150,94.5240053,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
155,96.8654624,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
160,99.1890762,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
165,101.444564,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
170,103.718441,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
175,105.976668,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
180,108.20605,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
185,110.361244,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
190,112.451405,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
195,114.533393,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
200,116.604768,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
205,118.68663,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
210,120.689386,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
215,122.678838,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
220,124.67318,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
225,126.590901,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
230,128.467907,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
235,130.327143,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
240,132.185292,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
245,133.961633,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
250,135.717097,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
255,137.419043,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
260,139.112445,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
265,140.703241,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
270,142.309403,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
275,143.849391,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
280,145.343271,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
285,146.780802,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
290,148.160508,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
295,149.499697,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
300,150.804353,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
305,152.054498,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
310,153.251232,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
315,154.40879,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
320,155.547783,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
325,156.631586,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
330,157.654605,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
335,158.63625,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
340,159.592049,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
345,160.495829,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
350,161.349855,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
355,162.186019,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
360,162.97218,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
365,163.692992,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
370,164.383872,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
375,165.018015,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
380,165.646732,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
385,166.240226,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
390,166.779909,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
395,167.301923,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
400,167.740108,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
405,168.154396,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
410,168.52336,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
415,168.86486,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
420,169.172576,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
425,169.452764,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
430,169.688498,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
435,169.90847,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
440,170.112216,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
445,170.249282,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
450,170.382704,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
455,170.49313,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
460,170.59116,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
465,170.646175,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
470,170.663204,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
475,170.683288,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
480,170.67315,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
485,170.660606,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
490,170.595285,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
495,170.52669,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
500,170.422097,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
505,170.31412,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
560,168.031616,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
565,167.734929,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
570,167.43686,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
575,167.140456,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
580,166.814091,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
585,166.492106,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
590,166.157318,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
595,165.851795,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
600,165.508682,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
605,165.174089,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
610,164.823695,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
615,164.485378,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
620,164.135042,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
625,163.80343,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
630,163.465449,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
635,163.110714,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
640,162.766783,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
645,162.42695,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
650,162.062572,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
655,161.731658,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
660,161.391212,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
665,161.032755,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
670,160.693113,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
675,160.356558,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
680,160.011368,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
685,159.66034,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
690,159.316365,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
695,158.994673,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
700,158.654479,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
705,158.314465,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
710,157.991546,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
715,157.667843,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
720,157.358288,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
725,157.038875,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
730,156.709085,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
735,156.419993,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
740,156.111844,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
745,155.809924,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
760,154.940259,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61445,151.443488,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61450,152.977153,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61455,154.600543,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61460,156.249382,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61465,157.914259,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61470,159.584209,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61475,161.256108,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61480,162.891614,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61485,164.31955,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61490,165.626969,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61495,166.801964,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61500,167.944825,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61505,169.045983,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61510,170.143496,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61515,171.275916,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61520,172.410372,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61525,173.558596,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61530,174.721468,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61535,175.887148,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61540,177.053731,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61545,178.252237,TC1,False,False,False,True,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61550,179.451084,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61555,180.641306,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61560,181.87681,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61565,183.098225,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61570,184.324576,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61575,185.575382,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61580,186.797794,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61585,188.059537,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61590,189.303522,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61595,190.540563,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61600,191.787246,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61605,193.003586,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61610,194.233345,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61615,195.444789,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61620,196.671966,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61625,197.863951,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61630,199.068579,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61635,200.263796,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61640,201.446039,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61645,202.609679,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61650,203.781848,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61655,204.910909,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61660,206.039123,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61665,207.159018,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61670,208.25955,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61675,209.323131,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61680,210.367379,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61685,211.415673,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61690,212.398861,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61695,213.355562,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61700,214.269735,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61705,215.144639,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61710,215.968834,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61715,216.778619,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61720,217.541402,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61725,218.301095,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61730,219.022128,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61735,219.711374,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61740,220.404975,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61745,221.071467,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61750,221.677954,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61755,222.278764,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61760,222.867232,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61765,223.429991,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61770,223.963302,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61775,224.48002,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61780,224.982432,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61785,225.447597,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61790,225.891511,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61795,226.318072,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61800,226.696445,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61805,227.097035,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61810,227.438301,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61815,227.780339,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61820,228.092853,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61825,228.378601,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61830,228.649059,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61835,228.904575,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61840,229.115107,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61845,229.323399,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61850,229.473295,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61855,229.649173,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
61860,229.780318,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61865,229.917195,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61870,230.009262,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61875,230.110623,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61880,230.169054,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61885,230.218165,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61890,230.264749,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61895,230.28622,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61900,230.294323,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61905,230.292319,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61910,230.268077,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61915,230.239514,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61920,230.205793,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61925,230.1379,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61930,230.052781,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61935,229.96379,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61940,229.885256,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61945,229.769429,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61950,229.663759,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61955,229.523281,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61960,229.370682,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61965,229.216269,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61970,229.081093,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61975,228.918976,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61980,228.746897,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61985,228.593835,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61990,228.386427,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
61995,228.225861,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62000,228.00373,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62005,227.815638,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62010,227.595517,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62015,227.361163,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62020,227.139695,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62025,226.891225,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62030,226.660353,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62035,226.395995,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62040,226.137237,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62045,225.870577,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62050,225.584442,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62055,225.314517,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62060,225.042121,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62065,224.75839,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62070,224.45497,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62075,224.170665,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62080,223.877704,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62085,223.566558,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62090,223.263546,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62095,222.954793,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62100,222.655754,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62105,222.342565,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62110,222.022944,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62115,221.733608,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62120,221.409068,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62125,221.089363,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62130,220.775091,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62135,220.475531,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62140,220.173472,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62145,219.855659,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62150,219.568322,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62155,219.323639,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62160,219.075943,TC1,False,True,False,True,2,True,Manometer Tree 150 & 155 SP-Tstat Open
62165,218.857992,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62170,218.652941,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62175,218.441943,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62180,218.260104,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62185,218.095308,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62190,217.989389,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
62195,217.890036,TC1,False,True,False,False,1,False,Manometer Tree 150 & 155 SP-Tstat Open
