heater_id,elapsed_seconds,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,TC20,TC21,TC22,TC23,TC24,TC25,TS1,TS2,TS3,OT1,OT2,OT3,TC26 PSwitch,TC27 PSwitch
"Manometer Tree 50, 100 & 150 SP",2070,46.2407765,47.1035686,47.7631633,47.1035475,44.3465816,34.8652832,50.1542879,48.1098071,43.7975677,36.0348105,,49.7852374,47.7122172,40.1371714,55.2441048,64.1738059,73.2299718,48.3273948,57.2683754,62.7886434,69.3707347,46.9369894,65.7833227,121.223883,32.4870471,34.2746481,34.6804675,33.6481059,0.124040435,0.0798630138,0.0905562022,,
"Manometer Tree 50, 100 & 150 SP",2075,46.2198841,47.0920479,47.7556097,47.0895328,44.3324742,34.8230535,50.1413992,48.0919876,43.8126342,36.0238926,,49.7956286,47.7148889,40.1661334,55.2776495,64.2196409,73.2840146,48.3419605,57.3110545,62.8606028,69.4292921,46.908126,65.8747699,121.355985,32.5141644,34.287122,34.7210501,33.6945071,0.12399972,0.0800580607,0.0903075106,,
"Manometer Tree 50, 100 & 150 SP",2080,46.222658,47.1057075,47.7551088,47.0852713,44.3261295,34.8940713,50.1363496,48.1032604,43.8100353,36.0761916,,49.7971405,47.7423353,40.0269188,55.2945723,64.2521791,73.3311763,48.3919193,57.3425036,62.8946434,69.4920173,46.9517762,65.9453626,121.463461,32.5581061,34.323807,34.7306856,33.7173093,0.124004396,0.0807763502,0.0905473989,,
"Manometer Tree 50, 100 & 150 SP",2085,46.2113156,47.1177798,47.7741601,47.1087503,44.340154,34.9274328,50.1521723,48.111519,43.8186409,36.0962029,,49.8119842,47.7405642,40.0508378,55.3165634,64.3022461,73.412324,48.3852817,57.3734695,62.9340436,69.5392204,46.8963942,66.0424563,121.593445,32.5486674,34.3356986,34.7180753,33.8189286,0.124249237,0.0803854312,0.0906849496,,
"Manometer Tree 50, 100 & 150 SP",2090,46.2049146,47.1197694,47.7641226,47.1092547,44.3324346,34.9314689,50.1313863,48.1063003,43.8110718,36.088997,,49.8309118,47.7523893,40.1008425,55.3471376,64.336699,73.4442546,48.446745,57.4028388,62.9883246,69.5886578,46.8128806,66.1296842,121.708399,32.4834423,34.3796959,34.7249514,33.7861887,0.124642356,0.0813573642,0.0904645934,,
"Manometer Tree 50, 100 & 150 SP",2095,46.1943079,47.1121972,47.7654415,47.1071601,44.3295633,34.8934049,50.1355073,48.1117671,43.8285834,36.0874733,,49.8271929,47.7461107,40.2221061,55.3643913,64.3906188,73.5059037,48.3290975,57.4412281,63.0375607,69.6513145,46.862888,66.2105312,121.817626,32.4375788,34.3968019,34.7351564,33.8126878,0.124084451,0.0805425141,0.0903072355,,
"Manometer Tree 50, 100 & 150 SP",2100,46.1897771,47.1284548,47.7747281,47.1019157,44.3322538,34.8280086,50.1405492,48.1141896,43.8320517,36.0529525,,49.8383489,47.7663956,40.2991407,55.3734885,64.4317585,73.5605185,48.4124108,57.4598708,63.0979817,69.7070148,46.9667931,66.2815157,121.920904,32.5163404,34.404797,34.7563169,33.8885214,0.124607969,0.0805433394,0.0903350207,,
"Manometer Tree 50, 100 & 150 SP",2105,46.180722,47.1423152,47.7881144,47.1132845,44.341921,34.9746917,50.1405942,48.1192679,43.8452841,36.1334751,,49.8416691,47.7765835,40.2318137,55.4061964,64.4804039,73.6231681,48.5253918,57.5123023,63.1546409,69.7447034,46.9694438,66.3740215,122.028785,32.5818767,34.367856,34.7733027,33.8929257,0.124037684,0.0807218802,0.0905881139,,
"Manometer Tree 50, 100 & 150 SP",2110,46.1701914,47.1440517,47.779979,47.1315759,44.3393472,34.9971442,50.1307703,48.1076458,43.8559765,36.1304776,,49.8511253,47.7810242,40.2963586,55.4177383,64.5091177,73.6601094,48.5612216,57.5272715,63.166336,69.8187307,47.0091145,66.468663,122.156394,32.4959654,34.3818143,34.7578491,33.837155,0.124208246,0.0806896933,0.0903116371,,
"Manometer Tree 50, 100 & 150 SP",2115,46.1690386,47.1421407,47.7871353,47.130267,44.344846,34.9395466,50.1361283,48.1139174,43.8424521,36.1170253,,49.8475355,47.7996807,40.2908851,55.4370769,64.5609333,73.7365368,48.5192318,57.561163,63.2509271,69.8635522,46.9670449,66.5357094,122.241332,32.4677355,34.4297525,34.7454069,33.7478765,0.124357902,0.0807851535,0.0902844021,,
"Manometer Tree 50, 100 & 150 SP",2120,46.1639691,47.1481727,47.7941905,47.1200949,44.3427077,34.8526959,50.1245384,48.1128111,43.8602648,36.040855,,49.8575941,47.8149513,39.9729028,55.4646534,64.6000072,73.7857027,48.5234748,57.5892695,63.2835917,69.9180544,46.9671801,66.6302918,122.375829,32.513004,34.4706629,34.7336833,33.6959659,0.124097931,0.0820539208,0.0910755935,,
"Manometer Tree 50, 100 & 150 SP",2125,46.1629961,47.1474764,47.7782985,47.1242249,44.3484412,34.9124844,50.1192168,48.1111553,43.8580309,36.0915869,,49.8685841,47.8208345,40.1651645,55.4864073,64.6422515,73.8545703,48.5345787,57.6221917,63.3339364,69.9705275,47.0181602,66.7070935,122.473581,32.5442765,34.4283492,34.7450883,33.6487448,0.124817871,0.0823760644,0.0912139694,,
"Manometer Tree 50, 100 & 150 SP",2130,46.1544872,47.1646157,47.7957291,47.1359244,44.3712711,35.0085985,50.1315069,48.1231905,43.874043,36.1673251,,49.8945163,47.843274,40.3273861,55.5115819,64.6989311,73.9119658,48.485272,57.6612203,63.3953783,70.0259522,47.0832642,66.7957268,122.556774,32.5903715,34.3878858,34.7691832,33.7035363,0.123855842,0.0829862391,0.0916046133,,
"Manometer Tree 50, 100 & 150 SP",2135,46.1498458,47.1631062,47.7993794,47.1253202,44.3580777,35.1074502,50.109485,48.1048436,43.8780011,36.2154398,,49.8729406,47.8278254,40.2806278,55.5332176,64.7379941,73.9630121,48.6263595,57.6748046,63.4311905,70.0844614,47.1764785,66.8842033,122.685725,32.5821921,34.4154947,34.7619215,33.8205833,0.124694901,0.0827386479,0.0913661005,,
"Manometer Tree 50, 100 & 150 SP",2140,46.1373145,47.1632205,47.7885907,47.1326512,44.3623872,35.129672,50.1177606,48.107785,43.8787774,36.2581081,,49.8776024,47.8439432,40.3952253,55.5586369,64.7738056,74.0147619,48.6723915,57.7130406,63.4743049,70.1369067,47.1799684,66.9629407,122.777675,32.6042413,34.3377796,34.8151966,33.9092415,0.124074547,0.081693538,0.0910235993,,
"Manometer Tree 50, 100 & 150 SP",2145,46.1451801,47.1715922,47.7969607,47.1249639,44.3761886,35.0915974,50.1202035,48.1224324,43.8863333,36.245418,,49.889165,47.8541295,40.4556592,55.5760311,64.8094525,74.0710017,48.7051074,57.7494982,63.5240645,70.1961055,47.2175334,67.0469418,122.903499,32.6063273,34.3694196,34.8386944,34.0073052,0.124866289,0.0822429154,0.0914629361,,
"Manometer Tree 50, 100 & 150 SP",2150,46.1359031,47.1855997,47.8100049,47.1184041,44.3788089,35.1126183,50.1273725,48.1199744,43.9140273,36.2486737,,49.9097153,47.8758648,40.4692079,55.5963164,64.8658311,74.1306894,48.6224796,57.7856642,63.5820527,70.2458145,47.111665,67.1282697,122.998414,32.4938297,34.3694744,34.8309004,34.0465025,0.124521587,0.0825804647,0.0911738047,,
"Manometer Tree 50, 100 & 150 SP",2155,46.1291413,47.184902,47.8127411,47.1216852,44.3875904,35.1390137,50.1224312,48.1239571,43.9149017,36.2979484,,49.9089787,47.8898737,40.4727832,55.6172306,64.9001283,74.1939615,48.6979677,57.8212935,63.632597,70.3010811,47.186139,67.209466,123.106407,32.5314379,34.3446032,34.8395279,34.0225936,0.124782658,0.0818657514,0.0911812324,,
"Manometer Tree 50, 100 & 150 SP",2160,46.1280138,47.1842526,47.7994581,47.1219167,44.3955022,35.1117939,50.1301392,48.1262573,43.9166365,36.294805,,49.911571,47.8989286,40.4099259,55.6351323,64.9531121,74.2408945,48.7500195,57.8556652,63.6849512,70.3600261,47.2324223,67.2940402,123.19462,32.5587996,34.3284396,34.8307036,33.9613578,0.124282249,0.083167806,0.091025525,,
"Manometer Tree 50, 100 & 150 SP",2165,46.1222994,47.1911835,47.8165393,47.1257615,44.4095618,35.1134343,50.1246689,48.1168906,43.9427552,36.3208534,,49.9202362,47.9300171,40.4470704,55.6610443,64.9892234,74.3078774,48.7783146,57.8798883,63.7326542,70.4262488,47.179993,67.3753223,123.303875,32.4677681,34.3025868,34.7936858,33.854532,0.124055015,0.0827314953,0.0914406529,,
"Manometer Tree 50, 100 & 150 SP",2170,46.1242758,47.2048338,47.8136198,47.1317992,44.420858,35.1094125,50.119932,48.1249991,43.948151,36.2984007,,49.9364663,47.9252213,40.459483,55.6934296,65.0242801,74.3677123,48.725116,57.9085238,63.7735259,70.4796418,47.1889859,67.4499607,123.39406,32.4474,34.2943587,34.7626472,33.77467,0.124297654,0.0821609352,0.0909922378,,
"Manometer Tree 50, 100 & 150 SP",2175,46.1301199,47.1995213,47.817966,47.1382602,44.4298058,35.0923446,50.1193042,48.1298694,43.956152,36.3307096,,49.9680326,47.9491601,40.3665717,55.7055854,65.0907796,74.4193897,48.8020971,57.9538405,63.8456918,70.5207162,47.3104743,67.5363647,123.492974,32.5412486,34.2713053,34.7820534,33.8473233,0.124622824,0.0828258551,0.0910381797,,
"Manometer Tree 50, 100 & 150 SP",2180,46.1300545,47.2157377,47.8347566,47.1278561,44.430842,34.9670791,50.1168271,48.147532,43.9730456,36.2066107,,49.9634917,47.9519672,40.3853832,55.7328979,65.1306149,74.4606794,48.8465148,57.9974404,63.8883553,70.5890092,47.2581318,67.6157754,123.583132,32.5755495,34.162727,34.7894515,33.9690461,0.12436863,0.0820602481,0.0913198835,,
"Manometer Tree 50, 100 & 150 SP",2185,46.1066582,47.2265868,47.8229421,47.1407293,44.4243932,34.8519255,50.1188958,48.1359708,43.9711784,36.0856825,,49.9669076,47.9647375,40.0752055,55.7466304,65.1647207,74.5278696,48.7642256,58.009856,63.9282049,70.6414911,47.2444497,67.7000284,123.699067,32.5996998,34.1218624,34.7657498,33.8402191,0.124361203,0.081929575,0.091326761,,
"Manometer Tree 50, 100 & 150 SP",2190,46.0997015,47.2258957,47.8415722,47.1181845,44.4344653,34.8703742,50.1137804,48.1480461,43.9660127,36.1349984,,49.9798045,47.9682713,40.3390185,55.7668089,65.2019798,74.5762842,48.867068,58.0452083,63.9673992,70.6914462,47.3230523,67.7784146,123.782672,32.4653159,34.0959644,34.6953634,33.7493291,0.124386787,0.0816883111,0.0911427182,,
"Manometer Tree 50, 100 & 150 SP",2195,46.1127794,47.2406036,47.8329396,47.1365246,44.4461435,35.0456646,50.1264905,48.1510814,43.9827079,36.3021664,,49.9847254,47.9880227,40.3849903,55.7895342,65.2689708,74.654726,48.8928049,58.0899308,64.0363527,70.7504879,47.422985,67.8532995,123.871996,32.3895094,34.0731409,34.7033083,33.719469,0.124661889,0.0825628582,0.0913938857,,
"Manometer Tree 50, 100 & 150 SP",2200,46.0966848,47.2286191,47.8323651,47.1465351,44.4448768,35.1298246,50.1229331,48.1506864,43.9766711,36.3342808,,49.9962556,47.9948656,40.4424691,55.8179976,65.2987173,74.7126623,48.9491123,58.1196975,64.0791804,70.7944595,47.3858876,67.927053,123.950864,32.4819632,34.0974653,34.7307981,33.6639068,0.124704804,0.0824723499,0.0910896236,,
"Manometer Tree 50, 100 & 150 SP",2205,46.1064635,47.2534183,47.8343322,47.1297363,44.4651442,35.153402,50.1372301,48.1632664,44.0026357,36.3531664,,49.9993865,48.0048068,40.4941602,55.8318333,65.3282076,74.7449485,48.9403308,58.1429882,64.1189021,70.8566547,47.4525157,68.0205874,124.051522,32.5563493,34.0292522,34.7378265,33.6784982,0.124334793,0.0825246191,0.0911608749,,
"Manometer Tree 50, 100 & 150 SP",2210,46.1049639,47.2622188,47.8541072,47.1573587,44.4742736,35.1979332,50.1298034,48.1545888,44.0029969,36.44852,,50.0124417,48.0245993,40.5521642,55.8571873,65.4028872,74.8276225,49.0130732,58.1777964,64.1751809,70.9172027,47.4848611,68.0980201,124.138609,32.6228958,34.0396704,34.8092581,33.8634609,0.12459779,0.0820420914,0.0912238731,,
"Manometer Tree 50, 100 & 150 SP",2215,46.094625,47.2594478,47.8430395,47.1425591,44.4706154,35.1247796,50.1141354,48.1563944,44.0103459,36.4276671,,50.025617,48.0465816,40.6211753,55.8802387,65.439879,74.8715324,49.1714995,58.2124929,64.2326398,70.9573888,47.5161736,68.1671329,124.22552,32.5124192,34.0779584,34.8351656,33.9615342,0.124891598,0.0827845899,0.0916588083,,
"Manometer Tree 50, 100 & 150 SP",2220,46.0847562,47.2617792,47.8654294,47.1472281,44.4672808,35.0712263,50.1117687,48.167607,44.0226624,36.3593322,,50.0242489,48.073998,40.5292363,55.9128137,65.4589654,74.9206323,49.0553662,58.2564788,64.2659317,71.0327199,47.5195411,68.2490733,124.336812,32.5067338,34.1270495,34.8465301,34.0203184,0.124375508,0.0823482792,0.0910505593,,
"Manometer Tree 50, 100 & 150 SP",2225,46.0750777,47.2928334,47.8518343,47.1502594,44.4811704,35.1498361,50.1203108,48.1759526,44.0401881,36.4506231,,50.0572175,48.0823641,40.6992922,55.9363319,65.5286838,74.9809014,49.0668088,58.2879464,64.3385781,71.0736258,47.5392654,68.3105421,124.40507,32.5954369,34.084836,34.8300973,34.128537,0.125763394,0.0826907803,0.0910830212,,
"Manometer Tree 50, 100 & 150 SP",2230,46.0617794,47.2805525,47.8558266,47.1547759,44.4695384,35.1991899,50.1128618,48.1660474,44.0174399,36.4959755,,50.0516822,48.0656896,40.6424879,55.9615516,65.5678308,75.0355274,49.1136697,58.3172229,64.384637,71.1308656,47.5051796,68.4154661,124.501847,32.5346682,34.1228836,34.8678537,34.2303281,0.124110585,0.082364235,0.0913072288,,
"Manometer Tree 50, 100 & 150 SP",2235,46.0694858,47.2883719,47.8657745,47.1473301,44.4752275,35.2541476,50.1153229,48.1747748,44.0402662,36.5237176,,50.0570226,48.085989,40.6734152,55.9780928,65.6058161,75.0979024,49.0109733,58.3585297,64.4183299,71.1833577,47.5504091,68.4700292,124.585082,32.3913592,34.1738051,34.8602708,34.2719765,0.124388438,0.0823072891,0.0910998024,,
"Manometer Tree 50, 100 & 150 SP",2240,46.0633693,47.2860086,47.8721073,47.1671568,44.4792255,35.2603516,50.1131583,48.178939,44.04828,36.5221465,,50.0694963,48.111545,40.5824187,55.9951244,65.6591158,75.1418445,49.0221281,58.3806489,64.4651685,71.2318952,47.5301116,68.5574247,124.665839,32.4956445,34.1719326,34.835584,34.2046785,0.125137814,0.0825463521,0.0910876979,,
"Manometer Tree 50, 100 & 150 SP",2245,46.0583306,47.2869176,47.8681662,47.1572543,44.4827011,35.2217339,50.1067738,48.1685846,44.0364479,36.4657799,,50.0654341,48.1110165,40.5763413,56.0141318,65.697198,75.2094753,49.0355686,58.4179477,64.5116113,71.2939182,47.5687132,68.6218337,124.756899,32.5427022,34.1756406,34.8548055,34.2316193,0.124836578,0.0825865169,0.0915047515,,
"Manometer Tree 50, 100 & 150 SP",2250,46.0695065,47.2804186,47.8722927,47.1620272,44.4997811,35.2533883,50.1060394,48.1668032,44.051287,36.5270493,,50.0618422,48.1057568,40.789329,56.0354251,65.7270972,75.2471451,49.0917148,58.4420881,64.5512148,71.3375817,47.6192819,68.6976777,124.832552,32.5862681,34.1877336,34.866556,34.2747308,0.124892699,0.0824225565,0.0911567484,,
"Manometer Tree 50, 100 & 150 SP",2255,46.0466015,47.2983933,47.8677148,47.1623796,44.5028246,35.1811792,50.1184344,48.1662806,44.0583619,36.4390176,,50.0764934,48.123634,40.7789326,56.0671201,65.7735826,75.302037,49.2738745,58.4740243,64.6229284,71.4072163,47.6228513,68.7756495,124.915477,32.5310409,34.183261,34.8759632,34.3507262,0.124825849,0.0824896812,0.0914453297,,
"Manometer Tree 50, 100 & 150 SP",2260,46.0512014,47.3113348,47.8645294,47.1672172,44.5193841,35.1587299,50.1135935,48.1758683,44.0816999,36.4132158,,50.0928175,48.1360849,40.9339971,56.0729111,65.8154882,75.360628,49.1569781,58.5124142,64.6428074,71.4596737,47.6212058,68.843697,124.990998,32.4886203,34.182805,34.89434,34.393266,0.124605218,0.0818767555,0.0916491797,,
"Manometer Tree 50, 100 & 150 SP",2265,46.0256387,47.3109403,47.8806447,47.1737652,44.5144073,35.1599846,50.106364,48.192029,44.0752132,36.4687431,,50.106999,48.1583643,40.8622117,56.1107437,65.8630919,75.4286955,49.1403529,58.5462105,64.7314296,71.5174224,47.6813314,68.9301581,125.082086,32.4510487,34.2389812,34.8978291,34.4690963,0.124595039,0.0819955993,0.0911462945,,
"Manometer Tree 50, 100 & 150 SP",2270,46.0171792,47.3213344,47.8872792,47.1796922,44.5206223,35.2315629,50.1125997,48.1948536,44.0799366,36.534169,,50.0979704,48.1640669,40.8840442,56.1342508,65.9059566,75.4666109,49.2028932,58.5801648,64.7675535,71.5456477,47.7309366,68.9926539,125.1586,32.4810607,34.2357797,34.8767023,34.4703738,0.125147717,0.0813532377,0.0912197466,,
"Manometer Tree 50, 100 & 150 SP",2275,46.0167274,47.3139392,47.8771642,47.1590511,44.5223744,35.2419848,50.1037527,48.185901,44.0901979,36.5289342,,50.1199282,48.1705802,40.8374015,56.1332667,65.9595285,75.5309409,49.1968399,58.6193156,64.798198,71.6260339,47.6555952,69.0829463,125.247101,32.4871544,34.2417799,34.8999304,34.4878847,0.124319387,0.0814148604,0.091478892,,
"Manometer Tree 50, 100 & 150 SP",2280,46.0344222,47.3388895,47.8826103,47.1789193,44.5344979,35.2720178,50.1185441,48.200618,44.108034,36.5525532,,50.1244763,48.1891003,40.8986694,56.1795683,65.9874639,75.5859025,49.2313519,58.6388343,64.8622545,71.6540497,47.6434428,69.1423957,125.307265,32.5377322,34.2449559,34.8661394,34.3803828,0.125226672,0.0816442949,0.0910351536,,
"Manometer Tree 50, 100 & 150 SP",2285,46.0181648,47.3283581,47.8894528,47.1822037,44.5246127,35.2812243,50.1023021,48.1916276,44.1083697,36.5315319,,50.1307039,48.1924075,40.9875747,56.1953367,66.0252932,75.6373359,49.252232,58.684254,64.912808,71.7151073,47.6578345,69.2143682,125.39391,32.5537666,34.1953177,34.8498909,34.3298017,0.124512233,0.0808467762,0.0909883864,,
"Manometer Tree 50, 100 & 150 SP",2290,46.0232747,47.3273416,47.8967424,47.1824891,44.5377097,35.3177273,50.1060349,48.1986203,44.1077942,36.5986977,,50.1439224,48.2131098,40.9568762,56.2180049,66.0785673,75.6922523,49.3113065,58.7138471,64.9620474,71.7874052,47.7425265,69.2919825,125.472424,32.5178753,34.2038251,34.8658755,34.3571505,0.124875642,0.0812690567,0.0902926551,,
"Manometer Tree 50, 100 & 150 SP",2295,46.0212351,47.3249668,47.8966533,47.1612092,44.5303351,35.2738961,50.1038256,48.1966179,44.119467,36.6350339,,50.1643227,48.2150517,40.9308297,56.2443963,66.1158869,75.751552,49.2869078,58.747171,65.017534,71.8329423,47.7027729,69.3552821,125.540257,32.4507393,34.2176974,34.8854558,34.4327351,0.124356801,0.0817064678,0.0911451941,,
"Manometer Tree 50, 100 & 150 SP",2300,46.0181173,47.3259483,47.8880422,47.1739408,44.5326491,35.298599,50.1019993,48.2081874,44.129636,36.5930005,,50.149524,48.2215098,40.8244689,56.2448859,66.1620329,75.7947618,49.3197977,58.7662132,65.0452115,71.8893545,47.7683642,69.4349152,125.628761,32.4248487,34.2685332,34.8947484,34.4663813,0.125052257,0.0819796434,0.0910068182,,
"Manometer Tree 50, 100 & 150 SP",2305,45.9981341,47.3398623,47.8938879,47.1763926,44.5412016,35.3267908,50.1113467,48.2041536,44.1363319,36.587625,,50.1607181,48.2455491,40.8891904,56.2664738,66.1998834,75.8463874,49.2889342,58.7891955,65.0887775,71.9453316,47.7554002,69.4976765,125.69277,32.4218994,34.2976831,34.8927077,34.5476454,0.124387337,0.081663552,0.0914601851,,
"Manometer Tree 50, 100 & 150 SP",2310,45.9928226,47.3560048,47.9046668,47.1750206,44.538127,35.2969529,50.1117097,48.2057362,44.1295589,36.604506,,50.1799948,48.2338453,40.8529331,56.2990256,66.2256554,75.9030389,49.269088,58.8211401,65.1377591,71.9775527,47.8708853,69.5609458,125.757317,32.4602006,34.3312804,34.9180647,34.5842936,0.124749921,0.0817460824,0.0912786183,,
"Manometer Tree 50, 100 & 150 SP",2315,46.0064396,47.3551846,47.9180973,47.1817021,44.5470005,35.3493128,50.1043232,48.2111051,44.130445,36.6350058,,50.1934973,48.2567054,41.017642,56.3305508,66.287193,75.9683271,49.3567663,58.8754726,65.198881,72.0464396,47.7622969,69.6366604,125.834224,32.4102164,34.3968984,34.955519,34.6424465,0.12500439,0.0816316402,0.091530336,,
"Manometer Tree 50, 100 & 150 SP",2320,45.9865593,47.3591526,47.9026757,47.1657274,44.5416282,35.3859847,50.0980993,48.2106668,44.1405854,36.6588797,,50.1912633,48.2658109,41.0082966,56.3444051,66.3201124,76.0257018,49.3672092,58.8966397,65.2483919,72.1102736,47.7440874,69.7052392,125.917775,32.4820183,34.3525663,34.9425267,34.6142094,0.124314436,0.0818723539,0.0916577079,,
"Manometer Tree 50, 100 & 150 SP",2325,45.9689934,47.3594365,47.9079355,47.1675348,44.5518433,35.39437,50.096595,48.2057344,44.1546633,36.6958121,,50.1903698,48.2694749,40.9434864,56.3632465,66.3605732,76.0651176,49.3237622,58.9164175,65.2815591,72.1763451,47.7944939,69.7870543,125.992283,32.5520195,34.3016782,34.9287026,34.6269336,0.124284174,0.0815889995,0.0914500064,,
"Manometer Tree 50, 100 & 150 SP",2330,45.9676645,47.366973,47.9063912,47.1617111,44.5555434,35.4350283,50.1015326,48.2106093,44.157796,36.6930405,,50.1927081,48.2807016,41.0159999,56.3858618,66.4110584,76.130657,49.4390123,58.9640999,65.3352197,72.2003192,47.809645,69.8397399,126.055331,32.4549382,34.2688874,34.9449564,34.6052967,0.124305357,0.0817061927,0.0912709154,,
"Manometer Tree 50, 100 & 150 SP",2335,45.960286,47.3695425,47.911164,47.1790648,44.5403969,35.4231337,50.1017204,48.2239736,44.1720912,36.7463961,,50.2142326,48.2978885,41.0516643,56.4144321,66.4549672,76.195633,49.5147993,59.0066273,65.3840271,72.2462263,47.8173116,69.9120334,126.119347,32.4719096,34.2946751,34.9573953,34.6525171,0.12492296,0.0817595623,0.0911614251,,
"Manometer Tree 50, 100 & 150 SP",2340,45.9592652,47.361566,47.9181113,47.1942551,44.5632756,35.419149,50.0946163,48.2184626,44.1543435,36.7481221,,50.222173,48.3095736,41.1127435,56.424738,66.4897089,76.2357098,49.5307479,59.0324565,65.4437311,72.3048742,47.9205684,69.9704688,126.188914,32.4905557,34.33149,34.9782177,34.7587199,0.124662439,0.082160385,0.0909771072,,
"Manometer Tree 50, 100 & 150 SP",2345,45.9514434,47.3766289,47.9243568,47.1849852,44.5646296,35.2622069,50.1081304,48.2216225,44.1834183,36.6484014,,50.2070122,48.3170186,40.8581469,56.4434519,66.5256758,76.2850039,49.4905008,59.0551578,65.4894725,72.3812119,47.9154018,70.0549477,126.261456,32.5798951,34.3034941,34.9935665,34.8211796,0.124535067,0.0824046749,0.0907319919,,
"Manometer Tree 50, 100 & 150 SP",2350,45.9485091,47.3957831,47.925801,47.1914096,44.5769641,35.3895398,50.1022464,48.21579,44.1926242,36.6389841,,50.2485158,48.3320306,40.9942296,56.473953,66.5866718,76.3311404,49.5329122,59.0929878,65.531217,72.4300597,47.912456,70.1200804,126.324175,32.5946285,34.2554307,35.0171484,34.8164763,0.124729563,0.0819493823,0.0914024139,,
"Manometer Tree 50, 100 & 150 SP",2355,45.9419498,47.3953538,47.9382787,47.1887957,44.5673039,35.4641413,50.0918886,48.2332775,44.2001739,36.7468358,,50.2419007,48.3380819,41.0869161,56.4921365,66.6126304,76.3823285,49.5320282,59.1341271,65.588224,72.4791594,47.9702961,70.1939414,126.390639,32.5428684,34.2686287,35.0136675,34.790782,0.124355151,0.082355982,0.0918885179,,
"Manometer Tree 50, 100 & 150 SP",2360,45.9573183,47.3981294,47.92472,47.1995403,44.5810373,35.4793415,50.1139894,48.2393747,44.2109548,36.7703002,,50.257646,48.3640465,41.1275614,56.5188559,66.6581386,76.4541582,49.5610297,59.1562472,65.6362408,72.522254,48.007826,70.2586062,126.467747,32.5079577,34.29707,34.993397,34.747481,0.124933138,0.0821158186,0.0913116304,,
"Manometer Tree 50, 100 & 150 SP",2365,45.9442826,47.4062385,47.9286539,47.2000132,44.5948349,35.3053785,50.0981862,48.2335482,44.2178014,36.732636,,50.276846,48.3688912,41.2417912,56.5326187,66.7025869,76.5158118,49.619291,59.1955749,65.6742178,72.576064,47.9953068,70.3158285,126.530756,32.519224,34.2722887,35.013291,34.7164402,0.123604124,0.0823628595,0.0912827448,,
"Manometer Tree 50, 100 & 150 SP",2370,45.9268602,47.390314,47.9296305,47.2076424,44.605407,35.4719571,50.1055526,48.2347463,44.2232234,36.7749234,,50.2694831,48.390669,41.0631564,56.5573552,66.7361541,76.5623222,49.5536615,59.2218893,65.712806,72.6502792,48.0057593,70.4072297,126.597222,32.582291,34.2176854,35.0239486,34.7626457,0.124454737,0.0822253089,0.0907883877,,
"Manometer Tree 50, 100 & 150 SP",2375,45.9648918,47.3987987,47.9523465,47.2132264,44.6210036,35.4970604,50.1068642,48.2334534,44.231612,36.7949073,,50.2819199,48.3949019,41.1544609,56.5804927,66.7884046,76.6135228,49.6010288,59.2639174,65.779459,72.6881647,48.0203892,70.4598965,126.667693,32.517114,34.218664,34.992849,34.6943346,0.124668216,0.0828332828,0.0910368042,,
"Manometer Tree 50, 100 & 150 SP",2380,45.9570302,47.4016447,47.9374939,47.2226391,44.6217282,35.4978134,50.104007,48.2484605,44.2441036,36.8055513,,50.2967427,48.4382866,41.072151,56.6155543,66.8361171,76.6745818,49.6485209,59.2972098,65.8288411,72.7297617,48.0829571,70.5329073,126.718186,32.5232371,34.2179907,35.0050619,34.7426152,0.124527364,0.0820022017,0.0910810955,,
"Manometer Tree 50, 100 & 150 SP",2385,45.9349467,47.4057701,47.9540454,47.2168595,44.618346,35.4603289,50.0932735,48.2400174,44.2466008,36.7380322,,50.3017642,48.4228911,41.1277522,56.6295405,66.8626399,76.7366678,49.6115555,59.3123488,65.8719318,72.784155,47.9769869,70.5920356,126.794807,32.4217127,34.2560051,35.0101061,34.6921499,0.124849508,0.0823752391,0.0912213972,,
"Manometer Tree 50, 100 & 150 SP",2390,45.9252021,47.4054213,47.9494453,47.2273059,44.6261309,35.5267082,50.1049708,48.2370809,44.261812,36.8180725,,50.3128774,48.4393413,41.1659457,56.6435669,66.9070861,76.7751187,49.6309725,59.3618353,65.9061202,72.8405629,48.0598519,70.6564169,126.834985,32.3975307,34.2441243,34.9891079,34.624899,0.124861612,0.0824027492,0.0913182328,,
"Manometer Tree 50, 100 & 150 SP",2395,45.9246069,47.418996,47.9475659,47.2180398,44.6417482,35.5345734,50.106682,48.2524363,44.2651085,36.8163064,,50.3251934,48.4474243,41.0030026,56.6758957,66.9463719,76.8403319,49.6909641,59.3873073,65.9522502,72.9006894,48.1548868,70.72782,126.914721,32.508373,34.1970596,34.9573625,34.5825624,0.124706455,0.081647321,0.0911839834,,
"Manometer Tree 50, 100 & 150 SP",2400,45.9256545,47.4181105,47.9421074,47.2281641,44.6448205,35.4506709,50.1010911,48.2557214,44.2687129,36.765539,,50.3310646,48.4581697,41.1175714,56.6872007,66.9898538,76.8864639,49.6620507,59.4168424,66.0121382,72.9443996,48.1163959,70.7873665,126.951754,32.4880839,34.0610298,34.9938834,34.5557102,0.125121583,0.0811518635,0.0914046147,,
